형태소,품사,분류,카운트
#이걸,Hashtag,2,1
#인스타그램,Hashtag,1,1
#자버렸다,Hashtag,1,1
#잠들어있다,Hashtag,1,1
#장난한다,Hashtag,2,1
#재미없다,Hashtag,1,9
#재미없다,Hashtag,2,1
#재미없다,Hashtag,3,1
#재미없다,Hashtag,5,1
#재미없다,Hashtag,6,1
#재미있다,Hashtag,10,1
#절대,Hashtag,10,1
#조깥다,Hashtag,2,1
#존나맛있어보임,Hashtag,1,1
#졸리다,Hashtag,1,1
#졸작이다,Hashtag,5,1
#주인공은,Hashtag,1,1
#죽고싶다,Hashtag,1,2
#죽어있다,Hashtag,1,13
#죽어있다,Hashtag,2,2
#죽어있다,Hashtag,4,2
#죽어있다,Hashtag,5,2
#죽어있다,Hashtag,6,1
#죽었다,Hashtag,1,2
#진라면,Hashtag,1,1
#집안에선먹방하고있음,Hashtag,1,1
#짜바게티,Hashtag,1,1
#최악이다,Hashtag,1,1
#코로나,Hashtag,2,1
#킬링타임용,Hashtag,1,1
#한심하다,Hashtag,2,1
#할말없다,Hashtag,1,1
#할말없다,Hashtag,4,1
#화가난다,Hashtag,2,1
%,Punctuation,1,1
&,Punctuation,1,5
&,Punctuation,2,2
&,Punctuation,4,1
&,Punctuation,5,2
&,Punctuation,6,1
&,Punctuation,7,1
&,Punctuation,8,1
&,Punctuation,9,1
&,Punctuation,10,1
',Punctuation,1,53
',Punctuation,2,27
',Punctuation,3,6
',Punctuation,4,17
',Punctuation,5,8
',Punctuation,6,16
',Punctuation,7,8
',Punctuation,8,6
',Punctuation,9,3
',Punctuation,10,30
'';,Punctuation,8,1
'..,Punctuation,1,1
'...,Punctuation,1,2
'...,Punctuation,10,1
(,Punctuation,1,52
(,Punctuation,2,23
(,Punctuation,3,6
(,Punctuation,4,14
(,Punctuation,5,4
(,Punctuation,6,9
(,Punctuation,7,10
(,Punctuation,8,13
(,Punctuation,9,2
(,Punctuation,10,26
(#보지마라,Hashtag,1,1
((,Punctuation,2,1
(((())(()))((,Punctuation,10,1
(?),Punctuation,1,4
(?),Punctuation,2,1
(?),Punctuation,5,1
(?),Punctuation,6,1
(?),Punctuation,7,1
(?),Punctuation,8,3
(?),Punctuation,10,1
(?).,Punctuation,3,1
(?)...,Punctuation,7,1
(_._+),Punctuation,1,1
),Punctuation,1,50
),Punctuation,2,19
),Punctuation,3,5
),Punctuation,4,6
),Punctuation,5,3
),Punctuation,6,6
),Punctuation,7,7
),Punctuation,8,14
),Punctuation,9,2
),Punctuation,10,26
)),Punctuation,1,1
)),Punctuation,2,1
)),Punctuation,10,1
"),",Punctuation,1,2
"),",Punctuation,2,2
"),",Punctuation,4,1
"),",Punctuation,6,1
"),",Punctuation,10,2
).,Punctuation,2,2
)...,Punctuation,1,1
)...,Punctuation,3,1
)...,Punctuation,4,1
).....,Punctuation,4,1
)......,Punctuation,1,1
)=,Punctuation,4,1
)],Punctuation,7,1
)~,Punctuation,7,1
*,Punctuation,1,1
*,Punctuation,2,1
*,Punctuation,4,1
*,Punctuation,5,1
*,Punctuation,8,1
**,Punctuation,1,2
**,Punctuation,4,1
**',Punctuation,6,1
***,Punctuation,1,1
"***,",Punctuation,1,1
"**,",Punctuation,1,2
+,Punctuation,1,46
+,Punctuation,2,5
+,Punctuation,4,20
+,Punctuation,5,4
+,Punctuation,6,13
+,Punctuation,7,5
+,Punctuation,8,11
+,Punctuation,9,4
+,Punctuation,10,15
+#,Punctuation,7,1
",",Punctuation,1,727
",",Punctuation,2,250
",",Punctuation,3,61
",",Punctuation,4,140
",",Punctuation,5,82
",",Punctuation,6,138
",",Punctuation,7,76
",",Punctuation,8,162
",",Punctuation,9,45
",",Punctuation,10,228
",#살아있다",Hashtag,2,1
",(",Punctuation,8,1
",,",Punctuation,1,39
",,",Punctuation,2,23
",,",Punctuation,3,6
",,",Punctuation,4,8
",,",Punctuation,5,8
",,",Punctuation,6,10
",,",Punctuation,7,2
",,",Punctuation,8,5
",,",Punctuation,9,2
",,",Punctuation,10,17
",,!...",Punctuation,10,1
",,,",Punctuation,1,39
",,,",Punctuation,2,15
",,,",Punctuation,3,6
",,,",Punctuation,4,6
",,,",Punctuation,5,2
",,,",Punctuation,6,5
",,,",Punctuation,7,3
",,,",Punctuation,8,1
",,,",Punctuation,9,4
",,,",Punctuation,10,8
",,,,",Punctuation,1,8
",,,,",Punctuation,2,8
",,,,",Punctuation,4,1
",,,,",Punctuation,6,2
",,,,",Punctuation,8,1
",,,,?",Punctuation,7,1
",,,;",Punctuation,2,1
",,,?",Punctuation,1,1
",,.",Punctuation,1,1
",,.",Punctuation,8,1
",,..",Punctuation,1,1
",,?",Punctuation,8,3
",,?",Punctuation,10,2
",,??",Punctuation,1,1
",,^_^",Punctuation,2,1
",--",Punctuation,2,1
",.",Punctuation,1,2
",.",Punctuation,2,2
",.",Punctuation,4,1
",.",Punctuation,10,2
",..",Punctuation,1,2
",..",Punctuation,4,1
",..",Punctuation,8,1
",..",Punctuation,10,1
",..,",Punctuation,8,1
",...",Punctuation,1,2
",...",Punctuation,4,1
",...",Punctuation,7,1
",...",Punctuation,10,2
",...,",Punctuation,2,1
-,Punctuation,1,52
-,Punctuation,2,10
-,Punctuation,4,6
-,Punctuation,5,3
-,Punctuation,6,7
-,Punctuation,8,2
-,Punctuation,10,6
-!!,Punctuation,1,1
"-,.-;",Punctuation,8,1
--,Punctuation,10,1
----,Punctuation,1,1
----,Punctuation,2,1
->,Punctuation,1,11
->,Punctuation,5,1
-_,Punctuation,1,1
-_-,Punctuation,2,1
-_-...,Punctuation,6,1
-_...,Punctuation,4,1
-__-,Punctuation,1,1
.,Foreign,1,2
.,Punctuation,1,3396
.,Punctuation,2,1351
.,Punctuation,3,202
.,Punctuation,4,667
.,Punctuation,5,307
.,Punctuation,6,569
.,Punctuation,7,340
.,Punctuation,8,721
.,Punctuation,9,210
.,Punctuation,10,1082
.!,Punctuation,1,1
.!,Punctuation,2,2
.!,Punctuation,8,2
.!,Punctuation,9,1
.!,Punctuation,10,2
.!!,Punctuation,4,1
.!!,Punctuation,10,1
.!!!,Punctuation,1,1
.!!!,Punctuation,10,1
.!!!!,Punctuation,1,1
.!',Punctuation,1,1
.!<-,Punctuation,10,1
.#살아있다,Hashtag,2,1
.#살아졌다,Hashtag,1,1
.#살았다,Hashtag,4,1
.#영화보면서,Hashtag,2,1
.#재미없네,Hashtag,5,1
.#통신사할인,Hashtag,1,1
.',Punctuation,1,1
.',Punctuation,10,1
.(,Punctuation,1,2
.(,Punctuation,4,1
.(,Punctuation,5,1
.(,Punctuation,7,1
.(,Punctuation,8,2
.(,Punctuation,10,1
".,",Punctuation,1,5
".,",Punctuation,2,8
".,",Punctuation,6,2
".,",Punctuation,8,1
".,",Punctuation,10,2
".,,",Punctuation,2,1
".,,,",Punctuation,4,1
".,,?,",Punctuation,1,1
".,.",Punctuation,1,1
".,.",Punctuation,2,1
".,.",Punctuation,7,1
".,.,",Punctuation,1,1
".,.,.,",Punctuation,1,1
".,.,.,.,",Punctuation,1,1
".,.,.,.,.,,.",Punctuation,1,1
".,.,.,.,.,.,",Punctuation,10,1
".,.,.,.,.,.,.,..,.;,.,.,.,.,..;;..;",Punctuation,1,1
".,.,..",Punctuation,2,1
".,..",Punctuation,2,1
".,...",Punctuation,1,1
".,//",Punctuation,1,1
".,;",Punctuation,1,1
".,?",Punctuation,1,1
.-,Punctuation,2,1
..,Foreign,1,1
..,Foreign,2,1
..,Punctuation,1,1444
..,Punctuation,2,627
..,Punctuation,3,81
..,Punctuation,4,256
..,Punctuation,5,98
..,Punctuation,6,243
..,Punctuation,7,83
..,Punctuation,8,206
..,Punctuation,9,55
..,Punctuation,10,375
..!,Punctuation,1,2
..!,Punctuation,2,1
..!,Punctuation,6,2
..!,Punctuation,8,3
..!,Punctuation,10,3
..!!,Punctuation,1,1
..!!,Punctuation,10,6
..!.!,Punctuation,2,1
..!.!.!.!.!.,Punctuation,1,1
..!?,Punctuation,9,1
"..""",Punctuation,1,1
"..""",Punctuation,2,1
"..""",Punctuation,6,2
..(,Punctuation,1,2
..),Punctuation,1,2
..),Punctuation,4,1
..),Punctuation,5,2
..),Punctuation,6,2
..),Punctuation,7,1
..),Punctuation,8,1
"..,",Punctuation,1,3
"..,",Punctuation,2,1
"..,",Punctuation,4,2
"..,",Punctuation,6,1
"..,",Punctuation,8,1
"..,,",Punctuation,1,1
"..,,.,'.",Punctuation,1,1
"..,.[",Punctuation,7,1
..-,Punctuation,1,1
..--,Punctuation,3,1
...,Foreign,2,1
...,Foreign,4,1
...,Foreign,5,1
...,Punctuation,1,2010
...,Punctuation,2,768
...,Punctuation,3,100
...,Punctuation,4,329
...,Punctuation,5,130
...,Punctuation,6,302
...,Punctuation,7,135
...,Punctuation,8,260
...,Punctuation,9,62
...,Punctuation,10,435
...!,Punctuation,2,1
...!,Punctuation,4,1
...!,Punctuation,8,1
...!,Punctuation,10,1
...!!,Punctuation,6,1
...!!,Punctuation,10,1
...!!!,Punctuation,10,2
"...""",Punctuation,1,1
...',Punctuation,4,1
...'..,Punctuation,1,1
...(,Punctuation,1,2
...(,Punctuation,5,1
...((,Punctuation,10,1
...),Punctuation,1,2
...),Punctuation,10,1
...+,Punctuation,1,1
"...,",Punctuation,1,3
"...,,?",Punctuation,10,1
...--;;;,Punctuation,2,1
....,Foreign,5,1
....,Punctuation,1,476
....,Punctuation,2,199
....,Punctuation,3,20
....,Punctuation,4,68
....,Punctuation,5,21
....,Punctuation,6,54
....,Punctuation,7,8
....,Punctuation,8,22
....,Punctuation,9,5
....,Punctuation,10,45
....!!,Punctuation,10,1
....!!!!,Punctuation,1,1
"....""",Punctuation,1,1
....',Punctuation,2,1
....),Punctuation,1,1
"....,.",Punctuation,1,1
"....,..",Punctuation,1,1
"....,....,..",Punctuation,1,1
.....,Punctuation,1,6
.....,Punctuation,2,4
.....,Punctuation,4,1
.....,Punctuation,5,1
.....,Punctuation,6,2
.....,Punctuation,8,2
.....,Punctuation,10,1
......,Punctuation,1,6
......,Punctuation,2,1
.......,Punctuation,1,1
.......,Punctuation,7,1
........,Punctuation,1,1
....::;;;,Punctuation,2,1
....;;,Punctuation,1,2
....>,Punctuation,4,1
....?,Punctuation,1,5
....?,Punctuation,2,3
....?,Punctuation,7,2
....?,Punctuation,8,2
....?,Punctuation,10,2
....??,Punctuation,2,1
....????,Punctuation,10,1
....^^....,Punctuation,2,1
...;;,Punctuation,1,6
...;;,Punctuation,4,2
...;;...,Punctuation,1,1
...;;;,Punctuation,1,2
...;;;,Punctuation,6,1
...;;;,Punctuation,9,1
...?,Punctuation,1,18
...?,Punctuation,2,7
...?,Punctuation,3,1
...?,Punctuation,4,5
...?,Punctuation,6,2
...?,Punctuation,8,9
...?,Punctuation,9,2
...?,Punctuation,10,7
...??,Punctuation,1,2
...??,Punctuation,2,1
...??,Punctuation,4,1
...??,Punctuation,6,1
...???,Punctuation,10,1
...????,Punctuation,1,1
...^^,Punctuation,2,1
..;,Punctuation,2,2
..;,Punctuation,10,1
..;;,Punctuation,1,5
..;;,Punctuation,5,1
..;;(,Punctuation,7,1
..;;;,Punctuation,1,1
..;;;,Punctuation,7,1
..?,Punctuation,1,32
..?,Punctuation,2,18
..?,Punctuation,3,1
..?,Punctuation,4,8
..?,Punctuation,5,1
..?,Punctuation,6,4
..?,Punctuation,7,3
..?,Punctuation,8,8
..?,Punctuation,9,3
..?,Punctuation,10,18
"..?.!,’",Punctuation,2,1
..??,Punctuation,1,1
..??,Punctuation,6,1
..??,Punctuation,10,2
..???,Punctuation,1,3
..???,Punctuation,8,2
..^&^,Punctuation,6,1
..^^,Punctuation,3,1
..^^,Punctuation,10,1
..^^*,Punctuation,1,1
..~,Punctuation,6,1
.:,Punctuation,10,1
.:;,Punctuation,1,1
.;;,Punctuation,7,1
.;;;;,Punctuation,1,1
.?,Punctuation,1,1
.?,Punctuation,2,2
.?,Punctuation,5,2
.?,Punctuation,6,2
.?,Punctuation,8,2
.?!,Punctuation,6,1
.??,Punctuation,2,2
.??.???.,Punctuation,1,1
.????,Punctuation,1,1
.????,Punctuation,8,1
.@,Punctuation,6,1
.^-^,Punctuation,2,1
.^^,Punctuation,1,1
.^^,Punctuation,7,1
.^^,Punctuation,8,1
.^^,Punctuation,9,2
.^^,Punctuation,10,3
.https://namu.wiki/w/%23,URL,1,1
.~,Punctuation,4,1
.~,Punctuation,7,1
.~,Punctuation,8,1
.~~,Punctuation,2,1
/,Punctuation,1,21
/,Punctuation,2,13
/,Punctuation,4,1
/,Punctuation,5,1
/,Punctuation,6,3
/,Punctuation,8,4
/,Punctuation,10,7
/..,Punctuation,1,1
//,Punctuation,1,1
//,Punctuation,6,1
//,Punctuation,7,1
///,Punctuation,1,1
///,Punctuation,10,1
"/;.,?!@:",Punctuation,2,1
0,Number,1,93
0,Number,2,23
0,Number,3,1
0,Number,4,4
0,Number,5,1
0,Number,6,5
0,Number,8,3
0,Number,10,3
0%,Number,2,1
0%,Number,10,1
0.00001,Number,1,1
0.0001,Number,1,2
0.001,Number,2,1
0.001%,Number,1,1
0.01,Number,1,1
0.1,Number,1,3
0.2,Number,1,2
0.5,Number,1,6
0.7,Number,1,1
000,Number,3,1
00년,Number,1,1
0100,Number,1,2
010101,Number,1,1
09시,Number,1,1
1,Number,1,466
1,Number,2,143
1,Number,3,12
1,Number,4,37
1,Number,5,15
1,Number,6,30
1,Number,7,33
1,Number,8,59
1,Number,9,15
1,Number,10,95
"1,000",Number,6,1
"1,000원",Number,1,1
1-2,Number,2,1
1-4,Number,2,1
1.0,Number,2,1
1.2,Number,3,1
1.2,Number,6,2
1.5,Number,1,1
1.5,Number,2,1
1.5,Number,4,1
1.5%,Number,2,1
1/3,Number,7,1
1/50,Number,2,1
1/99923434129,Number,1,1
10,Number,1,75
10,Number,2,17
10,Number,3,1
10,Number,4,9
10,Number,5,5
10,Number,6,6
10,Number,7,3
10,Number,8,7
10,Number,9,4
10,Number,10,103
10%,Number,1,1
10%,Number,2,1
"10,000원",Number,2,1
10.0,Number,1,1
100,Number,1,13
100,Number,2,6
100,Number,4,1
100,Number,6,2
100,Number,7,2
100,Number,10,5
100%,Number,1,4
100%,Number,2,1
100%,Number,8,1
1000,Number,1,2
1000,Number,2,1
1000,Number,10,1
10000,Number,2,1
10000%,Number,10,1
10000원,Number,1,2
1000만,Number,5,1
1000원,Number,1,2
1000원,Number,3,2
100년,Number,2,1
100년,Number,10,1
100만,Number,1,8
100만,Number,2,2
100만,Number,4,1
100만,Number,6,1
100만,Number,8,1
100만,Number,10,3
100분,Number,1,5
100분,Number,2,1
100분,Number,4,1
100분,Number,7,1
100원,Number,1,1
100일,Number,1,1
101,Number,1,1
10~50,Number,10,1
10년,Number,1,10
10년,Number,2,6
10년,Number,4,2
10년,Number,6,1
10만,Number,2,1
10만,Number,4,1
10만원,Number,2,1
10분,Number,1,23
10분,Number,2,5
10분,Number,4,2
10분,Number,6,1
10분,Number,10,2
10시,Number,1,2
10시,Number,4,1
10시,Number,6,1
10시,Number,10,2
10시간,Number,1,1
10원,Number,1,1
10일,Number,1,2
10일,Number,10,2
10초,Number,1,4
10초,Number,2,3
11,Number,1,5
11,Number,2,1
"11,000원",Number,10,1
11.000원,Number,2,2
11000,Number,1,1
11000원,Number,1,3
11000원,Number,2,1
110분,Number,2,1
111,Number,10,2
111%,Number,2,1
119,Number,2,1
12,Number,1,1
12,Number,2,1
12,Number,3,1
"12,000원",Number,1,1
"12,000원",Number,6,1
12000원,Number,1,3
12000원,Number,2,2
12000원,Number,3,1
12000원,Number,4,3
12000원,Number,5,1
120분,Number,4,1
123,Number,1,2
12345,Number,6,1
12345678,Number,1,1
1234567890,Number,1,1
124222112,Number,1,1
124만,Number,1,1
12시,Number,4,1
12시,Number,10,1
12월,Number,10,1
13,Number,1,1
1300,Number,10,1
13000원,Number,1,1
13000원,Number,2,1
15,Number,1,1
15,Number,3,1
15,Number,6,1
15,Number,7,1
15,Number,8,2
150,Number,2,1
1500원,Number,1,1
150만,Number,4,1
15년,Number,2,1
15년,Number,8,1
15분,Number,1,4
15분,Number,2,1
15분,Number,6,1
15시,Number,10,1
15일,Number,2,3
15일,Number,5,1
15초,Number,1,1
15초,Number,3,1
160만,Number,1,2
16390원,Number,1,1
16500원,Number,2,1
16년,Number,1,1
17,Number,1,1
18,Number,1,3
18,Number,2,5
18,Number,6,1
18,Number,10,1
180,Number,1,1
1800,Number,1,1
180만,Number,1,1
180원,Number,1,1
181818,Number,1,1
189만,Number,1,4
18원,Number,1,1
19,Number,1,7
19,Number,2,2
19,Number,6,3
19,Number,7,2
19,Number,8,1
19,Number,10,2
190만,Number,1,7
190만,Number,2,5
1970년,Number,1,1
1980년,Number,1,1
1990,Number,1,1
1990년,Number,1,1
19:50,Number,1,1
19만,Number,2,1
19시,Number,1,1
1:1,Number,2,1
1:10,Number,1,1
1:100,Number,2,1
1~2,Number,1,2
1~2,Number,2,2
1~2,Number,4,1
1~2,Number,6,2
1~2,Number,8,1
1~2,Number,9,2
1~2,Number,10,2
1~3,Number,2,1
1년,Number,1,2
1년,Number,10,2
1등,Number,1,2
1등,Number,2,1
1만,Number,3,1
1만,Number,5,1
1만원,Number,1,1
1만원,Number,6,1
1분,Number,1,1
1분,Number,2,1
1분,Number,3,1
1분,Number,4,3
1분,Number,8,1
1분,Number,10,1
1시,Number,6,1
1시,Number,8,1
1시간,Number,1,28
1시간,Number,2,6
1시간,Number,4,3
1시간,Number,6,3
1시간,Number,8,2
1시간,Number,9,1
1시간,Number,10,3
1억,Number,1,2
1억,Number,4,1
1엔,Number,4,1
1월,Number,10,1
1일,Number,1,1
1천,Number,1,1
1천,Number,2,1
1초,Number,1,2
1초,Number,2,3
1초,Number,4,1
1초,Number,8,1
1초,Number,10,2
1회,Number,1,2
1회,Number,2,1
2,Number,1,88
2,Number,2,73
2,Number,3,5
2,Number,4,25
2,Number,5,6
2,Number,6,12
2,Number,7,5
2,Number,8,14
2,Number,9,6
2,Number,10,26
2%,Number,2,2
"2,000",Number,2,1
"2,000원",Number,1,1
2-34,Number,1,1
2.0,Number,2,1
2.5,Number,1,1
2/3,Number,10,1
20,Number,1,6
20,Number,2,2
20,Number,8,1
20,Number,10,2
200,Number,5,1
20000%,Number,10,1
2000년,Number,1,3
2000년,Number,2,3
2000년,Number,3,2
2000년,Number,4,1
2000년,Number,7,1
2000원,Number,1,1
2001년,Number,4,1
2004년,Number,1,1
2008년,Number,5,1
200만,Number,1,2
200만,Number,2,1
200만,Number,10,1
200만원,Number,1,2
200원,Number,6,1
2011년,Number,10,1
2013년,Number,1,1
2014년,Number,2,1
2015년,Number,1,1
2015년,Number,10,1
2016년,Number,1,1
2018,Number,1,1
2020,Number,1,6
2020,Number,2,1
2020,Number,5,1
2020년,Number,1,26
2020년,Number,2,9
2020년,Number,3,1
2020년,Number,4,1
2020년,Number,5,1
2020년,Number,6,1
2020년,Number,10,2
2020시,Number,1,1
20년,Number,1,5
20년,Number,2,1
20년,Number,4,1
20년,Number,8,1
20년,Number,10,1
20만,Number,1,3
20만,Number,3,1
20분,Number,1,13
20분,Number,2,2
20분,Number,4,1
20분,Number,8,2
20분,Number,10,1
20시,Number,1,1
20일,Number,1,30
20일,Number,2,6
20일,Number,3,1
20일,Number,4,5
20일,Number,5,1
20일,Number,6,2
20일,Number,7,2
20회,Number,4,1
21,Number,1,5
21,Number,10,2
21000원,Number,10,1
22,Number,2,1
22000,Number,4,1
22년,Number,1,1
22년,Number,2,1
22분,Number,1,1
232,Number,10,1
240,Number,1,1
24일,Number,4,1
24일,Number,6,1
24일,Number,8,1
24일,Number,10,2
25,Number,2,1
2500,Number,1,1
2500원,Number,1,1
25년,Number,10,1
25분,Number,10,1
25일,Number,4,1
26년,Number,1,3
26분,Number,10,1
27일,Number,10,1
28,Number,1,2
28,Number,2,1
28년,Number,1,1
28일,Number,1,5
28일,Number,2,2
28일,Number,4,2
28일,Number,5,2
28일,Number,7,1
28일,Number,8,2
28일,Number,10,1
29,Number,10,1
29년,Number,2,1
2~3,Number,1,1
2~3,Number,4,1
2~30년,Number,1,1
2만,Number,1,1
2만원,Number,1,2
2분,Number,1,1
2분,Number,2,1
2분,Number,4,1
2시간,Number,1,14
2시간,Number,2,7
2시간,Number,4,1
2시간,Number,5,1
2시간,Number,6,1
2시간,Number,8,3
2시간,Number,10,6
2일,Number,3,1
2일,Number,10,1
2천원,Number,1,1
2천원,Number,5,1
2천원,Number,6,1
3,Number,1,77
3,Number,2,20
3,Number,3,15
3,Number,4,6
3,Number,5,3
3,Number,6,7
3,Number,7,3
3,Number,8,5
3,Number,9,1
3,Number,10,13
3-4,Number,7,1
30,Number,1,3
30,Number,2,1
30,Number,8,1
30,Number,9,1
30,Number,10,2
300,Number,1,1
300,Number,7,1
3000원,Number,1,1
3000원,Number,4,2
3000원,Number,6,2
300분,Number,1,1
30~40,Number,1,1
30년,Number,1,8
30년,Number,2,2
30년,Number,4,1
30분,Number,1,28
30분,Number,2,7
30분,Number,3,1
30분,Number,4,1
30분,Number,6,1
30분,Number,8,1
30분,Number,9,1
30분,Number,10,4
30일,Number,1,6
30일,Number,2,1
30일,Number,4,1
30일,Number,6,1
30일,Number,10,1
30초,Number,1,1
30초,Number,4,1
31년,Number,1,1
31일,Number,1,1
32,Number,1,1
32년,Number,1,1
32초,Number,1,1
3313521,Number,10,1
