형태소,품사,분류,카운트
',Punctuation,7,8
',Punctuation,8,48
',Punctuation,9,6
',Punctuation,10,30
'#살아있다,Hashtag,2,1
'',Punctuation,1,1
'',Punctuation,2,1
'',Punctuation,4,1
'',Punctuation,10,1
'.,Punctuation,10,1
'...,Punctuation,1,1
'...,Punctuation,5,1
"'...,",Punctuation,2,1
'....,Punctuation,2,1
'~,Punctuation,6,1
(,Punctuation,1,49
(,Punctuation,2,32
(,Punctuation,3,12
(,Punctuation,4,35
(,Punctuation,5,12
(,Punctuation,6,37
(,Punctuation,7,15
(,Punctuation,8,38
(,Punctuation,9,6
(,Punctuation,10,55
((,Punctuation,10,1
(((,Punctuation,1,1
((((,Punctuation,8,1
(-,Punctuation,1,7
(-:,Punctuation,10,1
(...,Punctuation,9,1
(;;),Punctuation,5,1
(?,Punctuation,7,1
(?),Punctuation,1,5
(?),Punctuation,2,3
(?),Punctuation,3,1
(?),Punctuation,4,2
(?),Punctuation,5,3
(?),Punctuation,6,4
(?),Punctuation,7,1
(?),Punctuation,8,4
(?),Punctuation,9,1
(?),Punctuation,10,12
"(?),",Punctuation,8,1
(??),Punctuation,3,1
(^^),Punctuation,10,1
),Foreign,4,1
),Foreign,6,1
),Punctuation,1,56
),Punctuation,2,28
),Punctuation,3,7
),Punctuation,4,26
),Punctuation,5,10
),Punctuation,6,33
),Punctuation,7,15
),Punctuation,8,36
),Punctuation,9,7
),Punctuation,10,60
)!,Punctuation,7,1
))),Punctuation,1,1
)))),Punctuation,8,1
)+,Foreign,4,2
)+,Punctuation,1,1
"),",Punctuation,1,1
"),",Punctuation,3,3
"),",Punctuation,4,1
"),",Punctuation,5,1
"),",Punctuation,8,1
"),",Punctuation,10,1
).,Punctuation,4,2
).,Punctuation,6,1
).,Punctuation,10,1
)..,Punctuation,6,1
)...,Punctuation,1,1
)...,Punctuation,2,1
)...,Punctuation,4,1
)/,Punctuation,4,1
)/,Punctuation,10,1
);,Punctuation,5,1
)????,Punctuation,2,1
)~~~~,Punctuation,3,1
*,Punctuation,1,3
*,Punctuation,2,6
*,Punctuation,3,2
*,Punctuation,4,1
*,Punctuation,5,1
*,Punctuation,6,1
*,Punctuation,7,1
*,Punctuation,8,3
*,Punctuation,10,3
**,Punctuation,1,2
**,Punctuation,6,1
**,Punctuation,8,2
***,Punctuation,1,3
***,Punctuation,2,1
***,Punctuation,10,1
***?,Punctuation,4,1
**^^**,Punctuation,2,1
*^^,Punctuation,10,1
+,Punctuation,1,132
+,Punctuation,2,94
+,Punctuation,3,19
+,Punctuation,4,68
+,Punctuation,5,13
+,Punctuation,6,81
+,Punctuation,7,29
+,Punctuation,8,58
+,Punctuation,9,7
+,Punctuation,10,65
++,Punctuation,3,1
+++,Punctuation,1,1
"+,",Punctuation,2,2
+.+,Punctuation,2,1
+...,Punctuation,6,1
+...,Punctuation,8,1
",",Foreign,2,1
",",Punctuation,1,741
",",Punctuation,2,615
",",Punctuation,3,104
",",Punctuation,4,357
",",Punctuation,5,161
",",Punctuation,6,331
",",Punctuation,7,170
",",Punctuation,8,403
",",Punctuation,9,119
",",Punctuation,10,718
",#',*",Punctuation,2,1
",'",Punctuation,2,1
",,",Punctuation,1,42
",,",Punctuation,2,21
",,",Punctuation,3,6
",,",Punctuation,4,22
",,",Punctuation,5,8
",,",Punctuation,6,30
",,",Punctuation,7,4
",,",Punctuation,8,30
",,",Punctuation,9,10
",,",Punctuation,10,87
",,!",Punctuation,4,1
",,!",Punctuation,8,1
",,!!",Punctuation,10,1
",,)",Punctuation,10,1
",,,",Punctuation,1,15
",,,",Punctuation,2,17
",,,",Punctuation,3,5
",,,",Punctuation,4,9
",,,",Punctuation,5,7
",,,",Punctuation,6,9
",,,",Punctuation,7,1
",,,",Punctuation,8,17
",,,",Punctuation,10,47
",,,)",Punctuation,8,1
",,,,",Punctuation,1,9
",,,,",Punctuation,2,14
",,,,",Punctuation,4,1
",,,,",Punctuation,6,8
",,,,",Punctuation,8,4
",,,,",Punctuation,9,1
",,,,",Punctuation,10,12
",,,,!!",Punctuation,10,1
",,,,'",Punctuation,3,1
",,,?",Punctuation,10,3
",,,^^",Punctuation,8,1
",,,^^’",Punctuation,7,1
",,...",Punctuation,10,1
",,;",Punctuation,2,1
",,?",Punctuation,1,1
",,?",Punctuation,6,1
",,?",Punctuation,9,1
",,?",Punctuation,10,3
",.",Punctuation,1,4
",.",Punctuation,2,5
",.",Punctuation,8,1
",.",Punctuation,10,2
",..",Punctuation,2,1
",..",Punctuation,10,2
",...",Punctuation,1,1
",...",Punctuation,2,1
",...",Punctuation,4,1
",...",Punctuation,7,1
",...",Punctuation,8,2
",...",Punctuation,10,6
",....",Punctuation,1,3
",....",Punctuation,10,1
",.?",Punctuation,8,1
",~,""**#>",Punctuation,2,1
-,Punctuation,1,50
-,Punctuation,2,30
-,Punctuation,3,28
-,Punctuation,4,25
-,Punctuation,5,10
-,Punctuation,6,21
-,Punctuation,7,13
-,Punctuation,8,18
-,Punctuation,9,3
-,Punctuation,10,29
-!,Punctuation,8,1
-!,Punctuation,10,1
-!!,Punctuation,10,2
--,Punctuation,2,1
---,Punctuation,1,1
----,Punctuation,1,2
----,Punctuation,10,4
-->,Punctuation,5,1
"-.,-",Punctuation,2,1
-.-,Punctuation,1,2
-.-,Punctuation,2,1
-.-,Punctuation,10,1
-.-;;,Punctuation,6,1
-..,Punctuation,1,1
->,Punctuation,2,3
->,Punctuation,5,2
->,Punctuation,7,1
->,Punctuation,8,2
-_-,Punctuation,1,1
-_-,Punctuation,5,1
-_-,Punctuation,10,1
-_-;;;;,Punctuation,7,1
.,Foreign,8,1
.,Punctuation,1,2964
.,Punctuation,2,2572
.,Punctuation,3,351
.,Punctuation,4,1340
.,Punctuation,5,510
.,Punctuation,6,1539
.,Punctuation,7,623
.,Punctuation,8,1801
.,Punctuation,9,623
.,Punctuation,10,3231
.!,Punctuation,1,1
.!,Punctuation,3,1
.!,Punctuation,8,2
.!,Punctuation,9,2
.!,Punctuation,10,4
.!!,Punctuation,4,1
.!!,Punctuation,6,1
.!!,Punctuation,8,3
.!!!,Punctuation,1,1
.!!!,Punctuation,8,3
.!!!!,Punctuation,10,1
".""",Punctuation,1,4
".""",Punctuation,2,1
".""",Punctuation,4,1
".""",Punctuation,9,1
".""",Punctuation,10,2
.#살아있다,Hashtag,1,1
.#살아있다,Hashtag,6,3
.',Punctuation,4,3
.',Punctuation,10,1
.'...,Punctuation,5,1
.(,Punctuation,1,5
.(,Punctuation,2,1
.(,Punctuation,4,2
.(,Punctuation,6,3
.(,Punctuation,8,5
.(,Punctuation,9,2
.(,Punctuation,10,6
.),Punctuation,2,1
.),Punctuation,6,1
.),Punctuation,8,1
".,",Punctuation,1,3
".,",Punctuation,2,6
".,",Punctuation,3,1
".,",Punctuation,4,1
".,",Punctuation,5,1
".,",Punctuation,6,1
".,",Punctuation,8,2
".,",Punctuation,9,1
".,",Punctuation,10,1
".,,",Punctuation,6,1
".,,",Punctuation,10,1
".,,,",Punctuation,2,1
".,.",Punctuation,2,2
".,.",Punctuation,8,1
".,.,",Punctuation,2,1
".,.,.,",Punctuation,2,1
".,.,.,.",Punctuation,1,1
".,.,.,.,.",Punctuation,1,1
".,.,.,.,.,",Punctuation,1,1
".,.,.,.,.,.,.",Punctuation,2,1
".,.,.,.,.,..",Punctuation,2,1
".,..",Punctuation,4,1
".,?.,?.,?.,",Punctuation,10,1
.-,Punctuation,1,1
.-,Punctuation,2,1
..,Foreign,1,1
..,Punctuation,1,1174
..,Punctuation,2,1083
..,Punctuation,3,119
..,Punctuation,4,594
..,Punctuation,5,158
..,Punctuation,6,566
..,Punctuation,7,152
..,Punctuation,8,426
..,Punctuation,9,110
..,Punctuation,10,904
..!,Punctuation,1,3
..!,Punctuation,2,1
..!,Punctuation,6,3
..!,Punctuation,8,3
..!,Punctuation,9,1
..!,Punctuation,10,6
..!!,Punctuation,1,1
..!!,Punctuation,8,1
..!!,Punctuation,9,2
..!!,Punctuation,10,7
..!!!,Punctuation,4,1
..!!!,Punctuation,5,1
..!!!,Punctuation,10,2
..!!!!,Punctuation,1,1
..!.!!,Punctuation,10,1
"..""",Punctuation,10,1
..',Punctuation,1,1
..',Punctuation,2,2
..',Punctuation,8,1
"..''...''..,...''..",Punctuation,1,1
..'..'..,Punctuation,1,1
..(,Punctuation,1,2
..(,Punctuation,2,1
..(,Punctuation,4,2
..(,Punctuation,7,1
..(,Punctuation,8,1
..(,Punctuation,10,2
..(?),Punctuation,9,1
..),Punctuation,1,2
..),Punctuation,2,2
..),Punctuation,4,1
..),Punctuation,6,1
..),Punctuation,8,1
"..),",Punctuation,1,1
"..,",Punctuation,1,2
"..,",Punctuation,2,5
"..,",Punctuation,4,2
"..,",Punctuation,8,1
"..,",Punctuation,10,5
"..,,",Punctuation,2,1
"..,,",Punctuation,10,1
"..,,,",Punctuation,9,1
"..,,..",Punctuation,2,1
"..,,..,,",Punctuation,1,1
"..,.",Punctuation,1,1
"..,.",Punctuation,2,1
"..,.,.",Punctuation,1,1
"..,..",Punctuation,1,1
"..,..,..,..?",Punctuation,1,1
...,Punctuation,1,1718
...,Punctuation,2,1436
...,Punctuation,3,191
...,Punctuation,4,780
...,Punctuation,5,241
...,Punctuation,6,699
...,Punctuation,7,243
...,Punctuation,8,617
...,Punctuation,9,202
...,Punctuation,10,1257
...!,Punctuation,1,2
...!,Punctuation,2,3
...!,Punctuation,5,1
...!,Punctuation,6,2
...!,Punctuation,8,1
...!,Punctuation,10,8
...!!,Punctuation,10,1
...!!!,Punctuation,10,1
...!!!!,Punctuation,1,1
...!!!!,Punctuation,2,1
...!?,Punctuation,1,1
"...""",Punctuation,1,1
"...""",Punctuation,2,1
"...""",Punctuation,7,1
"...""",Punctuation,10,1
...',Punctuation,1,1
...(,Punctuation,1,1
...(,Punctuation,2,1
...(,Punctuation,8,2
...(,Punctuation,10,1
...(?),Punctuation,6,1
"...,",Punctuation,2,1
"...,",Punctuation,4,1
"...,",Punctuation,5,1
"...,,",Punctuation,10,1
"...,,,",Punctuation,4,1
"...,.",Punctuation,1,1
"...,.",Punctuation,10,1
...-,Punctuation,1,1
...-.-,Punctuation,1,1
....,Foreign,5,1
....,Punctuation,1,373
....,Punctuation,2,301
....,Punctuation,3,32
....,Punctuation,4,166
....,Punctuation,5,52
....,Punctuation,6,128
....,Punctuation,7,35
....,Punctuation,8,68
....,Punctuation,9,27
....,Punctuation,10,171
....!,Punctuation,2,1
....!,Punctuation,6,1
....!,Punctuation,8,1
....!!!,Punctuation,10,1
....!!!!,Punctuation,1,1
....(,Punctuation,1,1
....),Punctuation,1,1
....)//,Punctuation,6,1
"....,",Punctuation,2,2
"....,,,,",Punctuation,3,1
"....,..",Punctuation,2,1
....-_-,Punctuation,3,1
.....,Punctuation,1,5
.....,Punctuation,2,7
.....,Punctuation,4,1
.....,Punctuation,5,2
.....,Punctuation,6,1
.....,Punctuation,7,1
.....,Punctuation,10,6
......,Punctuation,1,1
......,Punctuation,2,4
......,Punctuation,3,1
......,Punctuation,6,4
......,Punctuation,8,3
......,Punctuation,9,1
.......,Punctuation,1,1
.......,Punctuation,8,1
..../,Punctuation,10,1
....;;,Punctuation,2,1
....;;;,Punctuation,1,1
....;;;;,Punctuation,1,2
....>.<,Punctuation,10,1
....?,Punctuation,2,5
....?,Punctuation,5,1
....?,Punctuation,6,2
....?,Punctuation,8,2
....?,Punctuation,9,1
....?,Punctuation,10,2
....??,Punctuation,7,1
....???,Punctuation,10,1
....????,Punctuation,10,1
....^^,Punctuation,4,2
....^^,Punctuation,10,1
....^^;;,Punctuation,8,1
...:),Punctuation,6,1
...;,Punctuation,1,3
...;,Punctuation,5,2
...;...,Punctuation,6,1
...;;,Punctuation,1,1
...;;,Punctuation,2,2
...;;,Punctuation,4,3
...;;,Punctuation,10,1
...;;;,Punctuation,1,1
...;;;,Punctuation,2,1
...?,Punctuation,1,6
...?,Punctuation,2,10
...?,Punctuation,3,3
...?,Punctuation,4,3
...?,Punctuation,5,1
...?,Punctuation,6,4
...?,Punctuation,7,1
...?,Punctuation,8,11
...?,Punctuation,9,3
...?,Punctuation,10,24
...?!,Punctuation,4,1
...?!?!,Punctuation,10,1
...??,Punctuation,2,2
...??,Punctuation,6,1
...??,Punctuation,8,3
...??,Punctuation,10,3
...??(,Punctuation,6,1
...???,Punctuation,10,1
...???!!,Punctuation,5,1
...????,Punctuation,4,1
...????,Punctuation,8,1
...?^^,Punctuation,10,1
...?^_^,Punctuation,10,1
...@.,Email,10,1
...^^,Punctuation,1,1
...^^,Punctuation,2,1
...^^,Punctuation,8,4
...^^,Punctuation,10,2
...^^;;,Punctuation,7,1
...^^^,Punctuation,6,1
..;,Punctuation,2,3
..;,Punctuation,3,1
..;,Punctuation,6,1
..;,Punctuation,10,2
..;;,Punctuation,1,3
..;;,Punctuation,2,1
..;;,Punctuation,4,1
..;;,Punctuation,5,1
..;;,Punctuation,6,1
..;;,Punctuation,10,1
..;;;,Punctuation,1,1
..;;;,Punctuation,2,2
..;;;;,Punctuation,2,1
..?,Punctuation,1,15
..?,Punctuation,2,19
..?,Punctuation,3,1
..?,Punctuation,4,6
..?,Punctuation,5,8
..?,Punctuation,6,17
..?,Punctuation,7,5
..?,Punctuation,8,18
..?,Punctuation,9,11
..?,Punctuation,10,52
..?!!,Punctuation,10,1
"..?""",Punctuation,1,1
..??,Punctuation,1,2
..??,Punctuation,2,1
..??,Punctuation,8,1
..??,Punctuation,9,1
..??,Punctuation,10,5
..??//,Punctuation,6,1
..???,Punctuation,1,1
..???,Punctuation,2,1
..???,Punctuation,10,1
..????,Punctuation,10,1
..@,Punctuation,10,1
..^&^,Punctuation,5,1
..^^,Punctuation,1,2
..^^,Punctuation,6,1
..^^,Punctuation,8,2
..^^,Punctuation,9,1
..^^,Punctuation,10,3
..^^/,Punctuation,6,1
..^^;,Punctuation,8,1
..^_^,Punctuation,2,1
..~,Punctuation,8,1
..~.~,Punctuation,1,1
..~~,Punctuation,10,1
./...,Punctuation,1,1
.:,Punctuation,6,2
.:,Punctuation,8,1
.<,Punctuation,7,1
.?,Punctuation,2,2
.?,Punctuation,5,1
.?,Punctuation,6,1
.?,Punctuation,8,1
.?,Punctuation,9,1
.?,Punctuation,10,1
.?!,Punctuation,10,1
.?),Punctuation,1,1
.?.?,Punctuation,8,1
.??,Punctuation,1,1
.??,Punctuation,10,1
.],Punctuation,5,1
.^^,Punctuation,4,1
.^^,Punctuation,6,2
.^^,Punctuation,7,1
.^^,Punctuation,8,4
.^^,Punctuation,9,1
.^^,Punctuation,10,7
.^^.,Punctuation,8,1
.~,Punctuation,9,1
.~,Punctuation,10,1
".~""",Punctuation,2,1
.~~,Punctuation,8,1
.~~,Punctuation,10,2
/,Punctuation,1,24
/,Punctuation,2,21
/,Punctuation,3,3
/,Punctuation,4,12
/,Punctuation,5,4
/,Punctuation,6,14
/,Punctuation,7,1
/,Punctuation,8,12
/,Punctuation,10,6
/...,Punctuation,6,1
/....,Punctuation,2,1
//,Punctuation,1,6
//,Punctuation,4,1
//,Punctuation,6,1
//,Punctuation,10,2
///,Punctuation,1,5
/^^,Punctuation,10,1
0,Number,1,74
0,Number,2,31
0,Number,4,1
0,Number,5,1
0,Number,6,2
0,Number,7,3
0,Number,8,1
0,Number,10,11
0.01,Number,1,1
0.1,Number,1,6
0.1%,Number,1,2
0.1초,Number,2,1
0.4,Number,1,1
0.5,Number,1,11
0.5,Number,2,4
0.5,Number,4,2
0.5,Number,5,2
0.5,Number,6,1
0.5,Number,7,2
0.57,Number,7,1
00,Number,10,1
"000,000",Number,2,1
00:10,Number,7,1
00년,Number,2,1
00년,Number,5,1
06년,Number,1,1
08년,Number,2,1
1,Number,1,315
1,Number,2,194
1,Number,3,22
1,Number,4,48
1,Number,5,22
1,Number,6,49
1,Number,7,24
1,Number,8,72
1,Number,9,19
1,Number,10,135
1%,Number,1,2
1-2,Number,8,1
1-2,Number,9,1
1-2,Number,10,1
1.1,Number,1,1
1.2,Number,8,1
1.25,Number,2,1
1.5,Number,1,1
1.5,Number,2,1
1.5,Number,4,2
1/1,Number,2,1
1/10,Number,1,1
1/10,Number,2,1
1/100,Number,1,1
1/3,Number,2,3
1/3,Number,4,1
1/3,Number,7,1
1/5,Number,2,1
1/5,Number,7,1
10,Number,1,55
10,Number,2,35
10,Number,3,1
10,Number,4,7
10,Number,5,10
10,Number,6,11
10,Number,7,4
10,Number,8,17
10,Number,9,13
10,Number,10,110
10%,Number,2,3
10%,Number,4,1
10%,Number,8,1
10-1,Number,6,1
10.0,Number,6,2
10.000,Number,3,1
100,Number,1,8
100,Number,2,11
100,Number,4,4
100,Number,6,8
100,Number,8,5
100,Number,10,15
100%,Number,1,2
100%,Number,2,1
100%,Number,4,1
100%,Number,5,1
100%,Number,9,1
100%,Number,10,2
1000,Number,1,2
1000,Number,3,1
1000,Number,4,1
1000,Number,6,1
1000,Number,9,1
1000,Number,10,2
1000%,Number,8,1
10000,Number,1,1
10000원,Number,1,2
10000원,Number,6,1
1000203049594920111,Number,2,1
1000만,Number,2,2
1000만,Number,7,1
1000만,Number,8,1
1000만,Number,10,12
100년,Number,2,1
100만,Number,1,3
100만,Number,2,3
100만,Number,3,1
100만,Number,4,1
100만,Number,6,1
100만,Number,10,4
100분,Number,10,2
100억,Number,10,1
100원,Number,1,1
101,Number,1,1
101010,Number,1,1
1029292,Number,10,1
10~20분,Number,8,1
10년,Number,1,11
10년,Number,2,10
10년,Number,4,3
10년,Number,6,1
10만,Number,1,1
10만,Number,2,1
10만,Number,3,1
10분,Number,1,19
10분,Number,2,17
10분,Number,3,3
10분,Number,4,15
10분,Number,5,4
10분,Number,6,7
10분,Number,7,5
10분,Number,8,11
10분,Number,9,2
10분,Number,10,9
10시,Number,2,2
10시,Number,10,3
10일,Number,10,2
10초,Number,1,3
10초,Number,2,1
10초,Number,3,1
10초,Number,4,1
11,Number,1,9
11,Number,2,4
11,Number,6,1
11,Number,8,1
"11,000",Number,2,1
"11,000원",Number,1,1
11000,Number,2,1
11000원,Number,1,2
11000원,Number,3,1
110분,Number,1,2
112,Number,6,1
116분,Number,1,2
116분,Number,2,4
116분,Number,3,1
116분,Number,4,1
116분,Number,5,1
116분,Number,6,1
116분,Number,8,2
116분,Number,9,1
116초,Number,4,1
11시,Number,4,1
11시,Number,8,1
11시,Number,10,3
11월,Number,10,1
12,Number,1,3
12,Number,2,5
12,Number,6,2
12,Number,10,1
"12,000원",Number,1,2
12.000원,Number,1,1
120,Number,4,1
120%,Number,10,1
12000,Number,2,1
12000,Number,6,1
12000원,Number,1,3
12000원,Number,2,1
12000원,Number,8,1
120만,Number,1,1
120분,Number,1,3
120분,Number,3,1
120초,Number,8,1
12345,Number,2,1
123456,Number,1,1
123456,Number,2,1
12:30분,Number,1,1
12년,Number,2,1
12분,Number,4,2
12시,Number,10,1
12일,Number,1,1
13,Number,2,1
13000원,Number,2,1
13000원,Number,4,1
13000원,Number,6,1
13:10분,Number,2,1
13년,Number,1,2
14,Number,1,3
14,Number,2,1
14,Number,3,1
14시,Number,1,1
15,Number,1,3
15,Number,2,2
15,Number,4,4
15,Number,5,1
15,Number,6,2
15,Number,8,4
15,Number,9,1
15,Number,10,2
15-20분,Number,6,1
150,Number,9,1
15~20분,Number,1,1
15년,Number,1,2
15년,Number,2,2
15년,Number,4,1
15분,Number,1,8
15분,Number,2,4
15분,Number,3,1
15분,Number,4,4
15분,Number,6,5
15분,Number,8,2
15시,Number,5,1
15일,Number,6,2
15일,Number,8,2
16,Number,1,2
16,Number,7,1
160,Number,4,1
16년,Number,1,2
17,Number,4,1
17,Number,7,1
17000,Number,10,1
17년,Number,1,1
18,Number,1,3
18,Number,4,2
18,Number,6,1
18,Number,10,2
180,Number,1,1
180,Number,2,2
1800,Number,1,1
18000원,Number,2,1
180만,Number,10,1
185,Number,1,1
18시,Number,5,1
18일,Number,2,1
19,Number,1,4
19,Number,2,3
19,Number,4,2
19,Number,5,1
19,Number,6,1
19,Number,7,1
19,Number,8,5
19,Number,10,8
190억,Number,1,1
190억,Number,2,2
1917,Number,4,2
1917,Number,10,1
1920년,Number,2,1
194만,Number,1,1
1960년,Number,3,1
1968년,Number,10,1
1970년,Number,2,1
1980년,Number,10,1
1990년,Number,1,1
1:1,Number,10,2
1:11시,Number,10,1
1:30분,Number,10,1
1:36,Number,4,1
1~2,Number,1,1
1~2,Number,2,1
1~2,Number,7,1
1~2,Number,8,1
1~2,Number,9,1
1~2,Number,10,2
1~2년,Number,8,1
1~2분,Number,6,1
1~3,Number,2,1
1~3,Number,10,1
1년,Number,1,1
1년,Number,4,2
1년,Number,6,1
1년,Number,8,1
1년,Number,10,1
1등,Number,1,1
1등,Number,2,1
1등,Number,10,4
1만,Number,2,1
1만,Number,10,1
1만원,Number,10,1
1분,Number,1,2
1분,Number,2,5
1분,Number,4,3
1분,Number,6,1
1분,Number,7,1
1분,Number,10,2
1시,Number,2,1
1시간,Number,1,7
1시간,Number,2,4
1시간,Number,3,2
1시간,Number,4,3
1시간,Number,6,4
1시간,Number,7,1
1시간,Number,10,2
1월,Number,10,1
1일,Number,1,2
1일,Number,10,1
1천,Number,1,1
1초,Number,1,2
1초,Number,2,2
1초,Number,3,1
1초,Number,4,3
1초,Number,7,1
1초,Number,10,4
1회,Number,1,1
1회,Number,2,1
2,Number,1,138
2,Number,2,133
2,Number,3,13
2,Number,4,67
2,Number,5,19
2,Number,6,47
2,Number,7,19
2,Number,8,62
2,Number,9,10
2,Number,10,105
2%,Number,2,1
2%,Number,7,1
2%,Number,8,2
2%,Number,9,1
"2,500원",Number,2,1
2-3,Number,1,1
2-3년,Number,10,1
2.0,Number,2,3
2.3,Number,10,1
2.5,Number,2,3
2.5,Number,4,1
2.5,Number,5,1
20,Number,1,6
20,Number,2,8
20,Number,4,2
20,Number,5,1
20,Number,8,1
20,Number,10,3
20%,Number,1,1
20%,Number,2,3
20%,Number,4,2
20.0,Number,1,1
200,Number,1,1
200,Number,6,2
200,Number,10,1
200%,Number,1,1
