형태소,품사,분류,카운트
!,Punctuation,1,21
!,Punctuation,2,4
!,Punctuation,3,11
!,Punctuation,4,6
!,Punctuation,5,8
!,Punctuation,6,23
!,Punctuation,7,48
!,Punctuation,8,133
!,Punctuation,9,226
!,Punctuation,10,574
!!,Punctuation,1,4
!!,Punctuation,2,1
!!,Punctuation,3,1
!!,Punctuation,4,6
!!,Punctuation,5,2
!!,Punctuation,6,4
!!,Punctuation,7,13
!!,Punctuation,8,42
!!,Punctuation,9,100
!!,Punctuation,10,349
!!!,Punctuation,1,4
!!!,Punctuation,3,1
!!!,Punctuation,4,1
!!!,Punctuation,5,4
!!!,Punctuation,6,7
!!!,Punctuation,7,4
!!!,Punctuation,8,27
!!!,Punctuation,9,40
!!!,Punctuation,10,166
!!!!,Punctuation,1,4
!!!!,Punctuation,7,1
!!!!,Punctuation,8,8
!!!!,Punctuation,9,10
!!!!,Punctuation,10,64
!!!!!,Punctuation,4,1
!!!!!,Punctuation,6,1
!!!!!,Punctuation,8,1
!!!!!,Punctuation,9,6
!!!!!,Punctuation,10,20
!!!!!!,Punctuation,7,3
!!!!!!,Punctuation,9,3
!!!!!!,Punctuation,10,13
!!!!!!!,Punctuation,7,1
!!!!!!!,Punctuation,10,8
!!!!!!!!,Punctuation,9,1
!!!!!!!!,Punctuation,10,5
!!!!!!!!!,Punctuation,9,2
!!!!!!!!!,Punctuation,10,6
!!!!!!!!!!,Punctuation,10,5
!!!!!!!!!!!,Punctuation,10,3
!!!!!!!!!!!!,Punctuation,10,2
!!!!!!!!!!!!!,Punctuation,7,1
!!!!!!!!!!!!!,Punctuation,10,3
!!!!!!!!!!!!!!,Punctuation,10,3
!!!!!!!!!!!!!!!!,Punctuation,10,3
!!!!!!!!!!!!!!!!!!!,Punctuation,10,1
!!!!!!!!!!!!!!!!!!!!!!!,Punctuation,10,1
!!!!!!!!!!!!!!!!!!!!!!!!!,Punctuation,8,1
!!!!!!!!!!!!!!!!!!!!!!!!!!,Punctuation,10,1
!!!!!!!!!!!!!!!!!!!!!!!!!!!,Punctuation,10,1
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,Punctuation,10,1
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,Punctuation,10,1
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,Punctuation,9,1
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,Punctuation,10,1
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,Punctuation,10,1
!!!!!!.......,Punctuation,10,1
!!!!%!!,Punctuation,10,1
!!!!^*^,Punctuation,10,1
"!!!""",Punctuation,10,1
"!!!,",Punctuation,10,1
!!!><,Punctuation,10,1
!!!^^,Punctuation,9,1
!!(,Punctuation,10,1
!!),Punctuation,7,1
!!),Punctuation,8,1
!!),Punctuation,10,1
!!..,Punctuation,8,2
!!...,Punctuation,9,1
!!/,Punctuation,10,1
!!>.<,Punctuation,10,1
!!><,Punctuation,10,1
!!?,Punctuation,10,1
!!^^,Punctuation,10,3
!!~,Punctuation,10,1
!!~~,Punctuation,9,1
!',Punctuation,10,1
!(,Punctuation,8,1
!),Punctuation,8,1
"!,",Punctuation,5,1
"!,",Punctuation,10,1
!->,Punctuation,7,1
!...,Punctuation,8,2
!...,Punctuation,10,2
!:),Punctuation,10,1
!?,Punctuation,7,1
!?,Punctuation,10,1
!?....,Punctuation,8,1
!??,Punctuation,6,1
!@#$%^&*(),Punctuation,10,1
!^^,Punctuation,8,1
!^^,Punctuation,9,1
!^^,Punctuation,10,2
!^^;,Punctuation,8,1
!^_^,Punctuation,10,1
!~,Punctuation,9,1
!~!,Punctuation,10,1
!~),Punctuation,10,1
!~?!?,Punctuation,8,1
!~~~,Punctuation,9,1
"""",Punctuation,1,6
"""",Punctuation,5,5
"""",Punctuation,6,5
"""",Punctuation,7,33
"""",Punctuation,8,12
"""",Punctuation,9,11
"""",Punctuation,10,6
"""""",Punctuation,1,2
"""...",Punctuation,7,1
"#,#",Punctuation,10,1
%,Punctuation,10,1
&,Punctuation,1,1
&,Punctuation,7,1
&,Punctuation,8,4
&,Punctuation,9,1
&&,Punctuation,10,1
',Punctuation,1,8
',Punctuation,2,2
',Punctuation,3,4
',Punctuation,4,6
',Punctuation,5,16
',Punctuation,6,17
',Punctuation,7,6
',Punctuation,8,45
',Punctuation,9,28
',Punctuation,10,37
'....,Punctuation,1,1
'??,Punctuation,5,1
'_',Punctuation,10,1
(,Punctuation,1,9
(,Punctuation,2,1
(,Punctuation,3,1
(,Punctuation,4,4
(,Punctuation,5,3
(,Punctuation,6,4
(,Punctuation,7,10
(,Punctuation,8,19
(,Punctuation,9,14
(,Punctuation,10,30
(!?),Punctuation,10,1
(*_*,Punctuation,10,1
(?),Punctuation,2,1
(?),Punctuation,5,2
(?),Punctuation,7,5
(?),Punctuation,8,9
(?),Punctuation,9,8
(?),Punctuation,10,4
(?)...,Punctuation,6,1
(^,Punctuation,10,2
(…),Punctuation,7,1
),Punctuation,1,4
),Punctuation,2,1
),Punctuation,3,3
),Punctuation,4,2
),Punctuation,5,2
),Punctuation,6,3
),Punctuation,7,8
),Punctuation,8,20
),Punctuation,9,12
),Punctuation,10,29
"),",Punctuation,8,1
"),",Punctuation,9,1
).,Punctuation,1,1
).,Punctuation,8,1
).,Punctuation,9,1
*,Punctuation,10,2
****,Punctuation,9,1
*.*,Punctuation,10,3
*_*,Punctuation,9,1
*_*,Punctuation,10,1
+,Punctuation,2,1
+,Punctuation,3,4
+,Punctuation,4,3
+,Punctuation,5,6
+,Punctuation,6,8
+,Punctuation,7,9
+,Punctuation,8,19
+,Punctuation,9,8
+,Punctuation,10,17
+@,Punctuation,7,1
",",Punctuation,1,61
",",Punctuation,2,11
",",Punctuation,3,25
",",Punctuation,4,25
",",Punctuation,5,60
",",Punctuation,6,100
",",Punctuation,7,205
",",Punctuation,8,300
",",Punctuation,9,305
",",Punctuation,10,426
",(",Punctuation,10,1
",,",Punctuation,1,1
",,",Punctuation,5,7
",,",Punctuation,6,4
",,",Punctuation,7,12
",,",Punctuation,8,5
",,",Punctuation,9,7
",,",Punctuation,10,12
",,,",Punctuation,1,4
",,,",Punctuation,4,1
",,,",Punctuation,5,2
",,,",Punctuation,6,2
",,,",Punctuation,7,5
",,,",Punctuation,8,2
",,,",Punctuation,9,7
",,,",Punctuation,10,10
",,,,",Punctuation,1,3
",,,,",Punctuation,3,1
",,,,",Punctuation,7,1
",,,,",Punctuation,8,1
",,,,",Punctuation,9,1
",,,,",Punctuation,10,3
",,,,(",Punctuation,9,1
",,,,,,",Punctuation,10,1
",,,,,,,,",Punctuation,10,1
",,,~~",Punctuation,10,1
",,;;;",Punctuation,7,1
",.",Punctuation,1,3
",.",Punctuation,9,1
",.",Punctuation,10,2
",.,,",Punctuation,7,1
",..",Punctuation,1,1
",..",Punctuation,7,2
",..",Punctuation,10,1
",...",Punctuation,1,1
",...",Punctuation,6,1
",...",Punctuation,7,1
",...",Punctuation,8,1
",...",Punctuation,9,1
",...",Punctuation,10,2
",....",Punctuation,2,1
",....",Punctuation,10,1
",;",Punctuation,10,1
",??",Punctuation,9,1
-,Punctuation,1,8
-,Punctuation,3,2
-,Punctuation,5,7
-,Punctuation,6,3
-,Punctuation,7,4
-,Punctuation,8,13
-,Punctuation,9,16
-,Punctuation,10,16
"-""",Punctuation,7,1
-',Punctuation,8,1
-)-,Punctuation,4,1
--,Punctuation,4,1
--,Punctuation,10,2
----,Punctuation,10,1
--;;,Punctuation,8,1
-.,Punctuation,10,1
-.-,Punctuation,9,1
-.-;;,Punctuation,5,1
-;,Punctuation,8,1
-;;,Punctuation,8,2
->,Punctuation,6,1
->,Punctuation,7,1
->,Punctuation,8,5
-_,Punctuation,6,2
-_,Punctuation,8,1
-_-,Punctuation,1,1
-_-,Punctuation,5,3
-_-,Punctuation,6,2
-_-,Punctuation,8,2
-_-,Punctuation,9,1
-_-,Punctuation,10,3
-_-..,Punctuation,5,1
-_-......,Punctuation,5,1
-_-;,Punctuation,3,1
-_-;,Punctuation,10,1
-_-;;,Punctuation,5,1
-_-;;,Punctuation,6,2
-_-;;,Punctuation,7,1
-_-;;,Punctuation,9,1
-_-;;,Punctuation,10,1
-_-;;;;,Punctuation,8,1
.,Punctuation,1,313
.,Punctuation,2,63
.,Punctuation,3,109
.,Punctuation,4,129
.,Punctuation,5,275
.,Punctuation,6,422
.,Punctuation,7,752
.,Punctuation,8,1111
.,Punctuation,9,1380
.,Punctuation,10,1869
.!,Punctuation,7,1
.!,Punctuation,9,2
.!,Punctuation,10,2
.!!,Punctuation,10,1
.!!!,Punctuation,9,1
.!!!,Punctuation,10,3
".""",Punctuation,9,1
".""",Punctuation,10,2
.',Punctuation,1,1
.',Punctuation,8,1
.',Punctuation,10,1
.(,Punctuation,3,1
.(,Punctuation,4,1
.(,Punctuation,7,3
.(,Punctuation,8,4
.(,Punctuation,9,1
.(,Punctuation,10,1
.),Punctuation,7,1
.),Punctuation,10,1
".,",Punctuation,1,1
".,",Punctuation,6,1
".,",Punctuation,7,1
".,",Punctuation,8,1
".,",Punctuation,9,5
".,",Punctuation,10,2
".,,,",Punctuation,6,1
".,,,",Punctuation,7,1
".,.",Punctuation,7,1
".,.",Punctuation,10,2
".,.,",Punctuation,6,1
".,.,.,",Punctuation,6,1
".,..",Punctuation,1,1
.-.-,Punctuation,1,1
..,Punctuation,1,136
..,Punctuation,2,37
..,Punctuation,3,48
..,Punctuation,4,78
..,Punctuation,5,118
..,Punctuation,6,176
..,Punctuation,7,272
..,Punctuation,8,339
..,Punctuation,9,416
..,Punctuation,10,637
..!,Punctuation,4,1
..!,Punctuation,6,1
..!,Punctuation,8,2
..!,Punctuation,9,5
..!,Punctuation,10,5
..!!,Punctuation,10,5
..!!!,Punctuation,10,2
..!!!!,Punctuation,9,1
..!!!!,Punctuation,10,1
"..""",Punctuation,6,1
..',Punctuation,10,1
..(,Punctuation,7,1
..(,Punctuation,8,1
..),Punctuation,1,1
..),Punctuation,4,1
..),Punctuation,7,1
..),Punctuation,8,2
..),Punctuation,9,1
"..,",Punctuation,3,1
"..,",Punctuation,5,1
"..,",Punctuation,7,1
"..,,..,,..,,",Punctuation,2,1
..-_-,Punctuation,6,1
...,Punctuation,1,179
...,Punctuation,2,35
...,Punctuation,3,61
...,Punctuation,4,75
...,Punctuation,5,152
...,Punctuation,6,236
...,Punctuation,7,356
...,Punctuation,8,403
...,Punctuation,9,437
...,Punctuation,10,691
...!,Punctuation,2,1
...!,Punctuation,7,1
...!!,Punctuation,9,1
...!!,Punctuation,10,3
...!!!,Punctuation,9,1
...!!!,Punctuation,10,1
"...""",Punctuation,9,1
...(,Punctuation,9,1
...*^^*,Punctuation,10,1
....,Punctuation,1,18
....,Punctuation,2,7
....,Punctuation,3,9
....,Punctuation,4,12
....,Punctuation,5,33
....,Punctuation,6,40
....,Punctuation,7,56
....,Punctuation,8,62
....,Punctuation,9,78
....,Punctuation,10,114
....(,Punctuation,10,1
"....,",Punctuation,10,1
.....,Punctuation,1,8
.....,Punctuation,2,2
.....,Punctuation,3,2
.....,Punctuation,4,1
.....,Punctuation,5,7
.....,Punctuation,6,6
.....,Punctuation,7,16
.....,Punctuation,8,16
.....,Punctuation,9,14
.....,Punctuation,10,28
......,Punctuation,1,7
......,Punctuation,4,2
......,Punctuation,5,6
......,Punctuation,6,7
......,Punctuation,7,8
......,Punctuation,8,5
......,Punctuation,9,7
......,Punctuation,10,11
.......,Punctuation,1,2
.......,Punctuation,6,4
.......,Punctuation,8,2
.......,Punctuation,9,4
.......,Punctuation,10,5
.......!,Punctuation,7,1
.......!!,Punctuation,10,1
........,Punctuation,1,3
........,Punctuation,5,2
........,Punctuation,6,2
........,Punctuation,7,2
........,Punctuation,8,4
........,Punctuation,9,2
........,Punctuation,10,2
.........,Punctuation,9,3
.........,Punctuation,10,2
..........,Punctuation,1,1
..........,Punctuation,4,1
..........,Punctuation,6,3
..........,Punctuation,9,1
..........,Punctuation,10,1
...........,Punctuation,5,2
...........,Punctuation,7,1
...........,Punctuation,9,2
............,Punctuation,5,1
............,Punctuation,7,1
.............,Punctuation,9,1
..............,Punctuation,4,1
..............,Punctuation,10,1
..............-_,Punctuation,6,1
...............,Punctuation,4,1
...............,Punctuation,10,1
................,Punctuation,9,1
.................,Punctuation,6,1
..................,Punctuation,5,1
...................,Punctuation,1,1
...................,Punctuation,5,1
...................,Punctuation,10,1
.....................,Punctuation,4,1
.....................,Punctuation,10,1
..........................,Punctuation,1,1
...........................,Punctuation,7,1
............................,Punctuation,10,1
......................................,Punctuation,4,1
.....::,Punctuation,7,1
.....?,Punctuation,7,1
....;;,Punctuation,7,1
....^^,Punctuation,8,1
...:,Punctuation,5,1
...::,Punctuation,10,1
...;,Punctuation,6,1
...;,Punctuation,7,1
...;,Punctuation,9,1
...;;,Punctuation,8,3
...;;,Punctuation,9,1
...;;,Punctuation,10,2
...;;;,Punctuation,9,1
...;;;,Punctuation,10,1
...?,Punctuation,6,2
...?,Punctuation,7,4
...?,Punctuation,8,3
...?,Punctuation,9,2
...?,Punctuation,10,3
...?!,Punctuation,7,1
...?;;,Punctuation,7,1
...???!!,Punctuation,10,1
...^--^,Punctuation,8,1
...^.^,Punctuation,10,1
...^^,Punctuation,10,4
...^^),Punctuation,7,1
..;,Punctuation,8,1
..;,Punctuation,9,1
..;;,Punctuation,9,1
..;;,Punctuation,10,2
..;;;,Punctuation,8,1
..;;;;,Punctuation,6,1
..;;;;,Punctuation,8,2
..?,Punctuation,1,1
..?,Punctuation,5,1
..?,Punctuation,6,1
..?,Punctuation,7,1
..?,Punctuation,8,4
..?,Punctuation,9,3
..?,Punctuation,10,9
..?!,Punctuation,10,1
..?),Punctuation,6,1
..??,Punctuation,10,1
..???,Punctuation,8,1
..???,Punctuation,9,1
..???,Punctuation,10,2
..^%^,Punctuation,8,1
..^&^,Punctuation,8,1
..^-,Punctuation,10,1
..^^,Punctuation,8,1
..^^,Punctuation,9,2
..^^,Punctuation,10,1
..~,Punctuation,6,1
..~,Punctuation,8,1
..~,Punctuation,10,1
./,Punctuation,10,1
./..,Punctuation,6,1
.//,Punctuation,6,1
.:,Punctuation,10,1
.:),Punctuation,9,1
.;,Punctuation,10,2
.;;,Punctuation,1,1
.?,Punctuation,8,1
.@@,Punctuation,6,1
.],Punctuation,9,1
.^^,Punctuation,8,1
.^^,Punctuation,9,1
.^^,Punctuation,10,6
/,Punctuation,1,1
/,Punctuation,6,4
/,Punctuation,7,7
/,Punctuation,8,24
/,Punctuation,9,8
/,Punctuation,10,10
/.,Punctuation,10,1
/...,Punctuation,8,1
//,Punctuation,8,2
//,Punctuation,9,1
//,Punctuation,10,3
///,Punctuation,6,1
///,Punctuation,9,1
0,Number,1,6
0,Number,2,1
0,Number,3,1
0,Number,4,1
0,Number,5,2
0,Number,8,4
0,Number,9,1
0,Number,10,6
0.5,Number,1,2
00,Number,10,2
007,Number,7,1
06,Number,10,1
0623,Number,8,1
1,Number,1,36
1,Number,2,3
1,Number,3,5
1,Number,4,3
1,Number,6,3
1,Number,7,9
1,Number,8,16
1,Number,9,40
1,Number,10,73
1%,Number,7,1
1-3,Number,9,1
1.2,Number,6,1
1/3,Number,1,1
10,Number,1,8
10,Number,2,3
10,Number,3,1
10,Number,4,3
10,Number,5,4
10,Number,6,5
10,Number,7,12
10,Number,8,15
10,Number,9,25
10,Number,10,127
10%,Number,7,1
10%,Number,8,2
100,Number,6,3
100,Number,8,2
100,Number,9,2
100,Number,10,15
100%,Number,5,1
100%,Number,7,1
100%,Number,9,1
100%,Number,10,2
100000,Number,10,1
10000원,Number,10,1
100만,Number,9,1
100만,Number,10,2
100분,Number,1,1
100분,Number,9,1
10년,Number,6,1
10년,Number,10,2
10분,Number,1,1
10분,Number,4,1
10분,Number,7,1
10분,Number,8,4
10분,Number,9,12
10분,Number,10,4
10시,Number,8,1
10초,Number,9,1
10초,Number,10,1
11,Number,10,3
110분,Number,5,1
110분,Number,10,1
111111,Number,10,1
115분,Number,1,2
115분,Number,2,1
115분,Number,3,1
115분,Number,7,1
115분,Number,8,3
115분,Number,9,5
115분,Number,10,5
11억,Number,10,1
11초,Number,3,1
11초,Number,9,1
12,Number,1,1
12,Number,8,1
12000원,Number,6,1
120분,Number,3,1
120분,Number,9,1
120분,Number,10,1
123456,Number,10,1
12시,Number,9,2
12초,Number,1,2
12초,Number,10,2
13,Number,5,1
13,Number,8,1
13,Number,10,1
139,Number,8,1
13년,Number,10,2
15,Number,1,3
15,Number,2,1
15,Number,3,2
15,Number,4,5
15,Number,5,3
15,Number,6,3
15,Number,7,11
15,Number,8,13
15,Number,9,10
15,Number,10,13
15분,Number,5,1
15분,Number,8,1
15분,Number,9,3
160분,Number,7,1
169,Number,9,1
17년,Number,9,1
18,Number,5,1
18,Number,7,3
18,Number,8,3
"18,000원",Number,9,1
19,Number,1,1
19,Number,2,1
19,Number,3,1
19,Number,4,1
19,Number,5,1
19,Number,6,3
19,Number,7,3
19,Number,8,5
19,Number,9,3
19,Number,10,7
1970년,Number,5,1
198,Number,9,1
1~2,Number,8,1
1~2분,Number,9,1
1~3,Number,7,1
1~3,Number,8,1
1년,Number,3,1
1년,Number,6,1
1년,Number,8,2
1년,Number,10,1
1등,Number,7,1
1등,Number,8,1
1등,Number,10,2
1분,Number,9,1
1분,Number,10,2
1시,Number,10,1
1시간,Number,1,1
1시간,Number,4,1
1시간,Number,5,2
1시간,Number,6,4
1시간,Number,8,1
1시간,Number,9,4
1시간,Number,10,4
1억,Number,5,1
1월,Number,8,1
1초,Number,9,2
1초,Number,10,3
2,Number,1,5
2,Number,2,5
2,Number,3,4
2,Number,4,6
2,Number,5,3
2,Number,6,5
2,Number,7,20
2,Number,8,44
2,Number,9,56
2,Number,10,111
2%,Number,5,1
2%,Number,6,1
2%,Number,7,3
2%,Number,8,3
2%,Number,9,4
2%,Number,10,2
20,Number,3,2
20,Number,10,2
20%,Number,8,2
200,Number,9,1
200,Number,10,1
200%,Number,9,1
200%,Number,10,1
2000년,Number,7,2
2000년,Number,8,1
2000억원,Number,10,1
2002년,Number,1,1
2006년,Number,8,1
200만원,Number,6,1
200억,Number,6,1
2010년,Number,8,1
2010년,Number,9,1
2012,Number,5,1
2012,Number,6,3
2012,Number,7,2
2012,Number,8,2
2012,Number,9,1
2012,Number,10,2
2013,Number,1,1
2013,Number,10,2
2013년,Number,1,2
2013년,Number,7,1
2013년,Number,9,1
2013년,Number,10,16
2016년,Number,7,1
2020년,Number,8,1
2020년,Number,10,2
20분,Number,1,1
20분,Number,7,4
20분,Number,9,4
20분,Number,10,4
21,Number,1,1
21,Number,9,1
21,Number,10,1
22,Number,10,2
2200억원,Number,10,1
22년,Number,1,1
23,Number,7,1
23,Number,10,1
23-24,Number,10,1
23일,Number,10,1
24,Number,5,1
24,Number,8,1
24년,Number,5,1
24시간,Number,4,1
24시간,Number,9,1
24일,Number,5,1
24일,Number,8,1
26,Number,6,1
26,Number,9,1
26,Number,10,1
26000원,Number,10,1
27,Number,10,1
27일,Number,5,1
28,Number,1,3
28,Number,2,2
28,Number,3,2
28,Number,4,4
28,Number,5,3
28,Number,6,7
28,Number,7,8
28,Number,8,8
28,Number,9,9
28,Number,10,24
28-29,Number,10,1
2800,Number,1,1
28시,Number,1,1
28시,Number,4,2
28시,Number,5,1
28시,Number,6,2
28시,Number,7,1
28시,Number,8,3
28시,Number,9,2
28시,Number,10,7
28일,Number,1,5
28일,Number,2,3
28일,Number,3,2
28일,Number,4,2
28일,Number,5,7
28일,Number,6,15
28일,Number,7,13
28일,Number,8,13
28일,Number,9,14
28일,Number,10,18
2~3,Number,8,1
2~3천만,Number,8,1
2년,Number,7,1
2년,Number,9,1
2년,Number,10,1
2등,Number,8,1
2등,Number,10,2
2분,Number,10,2
2시,Number,10,1
2시간,Number,1,1
2시간,Number,2,1
2시간,Number,3,1
2시간,Number,4,1
2시간,Number,5,3
2시간,Number,6,1
2시간,Number,7,5
2시간,Number,8,9
2시간,Number,9,27
2시간,Number,10,59
2억,Number,6,2
2억달러,Number,4,1
2월,Number,10,1
3,Number,1,8
3,Number,2,3
3,Number,3,4
3,Number,4,7
3,Number,5,7
3,Number,6,13
3,Number,7,13
3,Number,8,28
3,Number,9,35
3,Number,10,85
3/3,Number,10,1
3/4,Number,7,1
30,Number,8,1
30,Number,10,2
3000원,Number,5,1
300만,Number,10,1
30~45분,Number,10,1
30년,Number,10,1
30분,Number,1,2
30분,Number,4,1
30분,Number,5,2
30분,Number,6,2
30분,Number,7,2
30분,Number,8,6
30분,Number,9,9
30분,Number,10,5
319,Number,10,1
33,Number,9,1
3~4,Number,6,1
3년,Number,9,1
3년,Number,10,2
3등,Number,8,1
3등,Number,10,1
3만,Number,9,1
3분,Number,8,1
3분,Number,9,1
3분,Number,10,8
3시간,Number,8,1
3시간,Number,9,1
3엔,Number,10,1
3일,Number,10,1
4,Number,1,4
4,Number,2,1
4,Number,4,7
4,Number,5,1
4,Number,6,1
4,Number,7,8
4,Number,8,11
4,Number,9,19
4,Number,10,30
4/5,Number,7,1
40,Number,9,1
4000원,Number,3,1
40분,Number,4,1
40분,Number,6,1
40분,Number,7,1
40분,Number,8,1
40분,Number,9,1
45분,Number,6,1
46,Number,8,1
48,Number,9,1
4~5,Number,8,1
4~5,Number,9,1
4~5,Number,10,1
4년,Number,7,1
4년,Number,10,1
4등,Number,8,1
4억,Number,9,1
4일,Number,9,1
4천원,Number,4,1
5,Number,1,7
5,Number,2,4
5,Number,3,2
5,Number,4,1
5,Number,5,13
5,Number,6,2
5,Number,7,4
5,Number,8,3
5,Number,9,4
5,Number,10,22
5%,Number,4,1
5-6,Number,8,1
5.5,Number,6,1
50,Number,7,1
50,Number,8,1
50,Number,10,2
500,Number,10,2
5000원,Number,6,1
500만,Number,5,1
500만,Number,10,1
506,Number,7,1
50분,Number,4,1
50분,Number,8,1
50분,Number,9,1
50분,Number,10,2
572,Number,8,1
5:5,Number,9,1
5~6,Number,5,2
5년,Number,1,1
5년,Number,9,2
5년,Number,10,2
5등,Number,8,1
5분,Number,3,2
5분,Number,8,4
5분,Number,9,9
5분,Number,10,2
5시,Number,10,1
5월,Number,8,1
5위안,Number,10,1
6,Number,1,10
6,Number,3,1
6,Number,5,3
6,Number,6,18
6,Number,7,2
6,Number,8,5
6,Number,9,5
6,Number,10,5
6.0,Number,10,1
6.25,Number,9,1
6.25,Number,10,2
6.5,Number,1,3
6.5,Number,6,4
6.5,Number,7,1
6.61,Number,10,1
60,Number,9,1
60년,Number,8,1
6~6,Number,6,1
6~7,Number,6,2
6~7,Number,10,1
6월,Number,8,1
6월,Number,10,1
7,Number,1,13
7,Number,6,2
7,Number,7,43
7,Number,8,8
7,Number,9,4
7,Number,10,10
7-8,Number,8,1
7.1,Number,1,1
7.3,Number,8,1
7.5,Number,1,2
7.5,Number,7,10
7.5,Number,8,5
7.6,Number,7,1
7.8,Number,6,1
7.8,Number,8,4
7.8,Number,9,1
7.9,Number,10,1
70년,Number,1,1
70년,Number,9,1
77,Number,10,1
7~7,Number,7,1
7~8,Number,8,1
7~8,Number,10,1
7년,Number,8,1
7년,Number,10,2
7시,Number,10,1
7월,Number,10,1
8,Number,1,11
8,Number,2,4
8,Number,4,3
8,Number,5,4
8,Number,6,10
8,Number,7,3
8,Number,8,61
8,Number,9,13
8,Number,10,37
8-9,Number,7,1
8.0,Number,8,1
8.00,Number,8,1
8.18,Number,1,1
8.18,Number,10,1
8.2,Number,1,2
8.2,Number,9,2
8.2,Number,10,1
8.21,Number,10,1
8.25,Number,10,1
8.5,Number,8,8
8.5,Number,9,7
8.5,Number,10,12
8.50,Number,10,1
8.6,Number,8,1
8.7,Number,8,1
8.7,Number,9,1
8.7,Number,10,1
8.75,Number,9,1
8.8,Number,10,3
8.9,Number,9,3
8.9,Number,10,2
80,Number,9,1
80%,Number,6,1
80%,Number,8,1
8000원,Number,4,1
8000원,Number,10,1
8~8,Number,10,1
8~9,Number,9,1
8~9,Number,10,1
8천원,Number,8,1
8천원,Number,9,1
9,Number,6,3
9,Number,7,2
9,Number,8,7
9,Number,9,53
9,Number,10,25
9.0,Number,10,1
9.2,Number,9,2
9.5,Number,9,1
9.8,Number,10,1
9.85,Number,9,1
90,Number,6,1
90%,Number,5,1
90%,Number,8,1
90%,Number,10,1
9000원,Number,10,1
90년,Number,9,2
90분,Number,8,1
90분,Number,9,1
99.9,Number,10,1
9~10,Number,8,1
9시,Number,10,1
9천원,Number,1,1
:,Punctuation,1,1
:,Punctuation,3,1
:,Punctuation,5,2
:,Punctuation,7,6
:,Punctuation,8,14
:,Punctuation,9,9
:,Punctuation,10,5
:(,Punctuation,8,1
:(,Punctuation,10,1
:),Punctuation,7,1
:),Punctuation,9,2
:),Punctuation,10,4
:-),Punctuation,8,1
:-<,Punctuation,6,1
::,Punctuation,10,2
:=),Punctuation,10,1
;,Punctuation,1,11
;,Punctuation,2,4
;,Punctuation,4,4
;,Punctuation,5,9
;,Punctuation,6,4
;,Punctuation,7,4
;,Punctuation,8,9
;,Punctuation,9,11
;,Punctuation,10,28
;),Punctuation,8,1
;.,Punctuation,9,1
;...,Punctuation,4,1
;;,Punctuation,1,4
;;,Punctuation,2,5
;;,Punctuation,3,7
;;,Punctuation,4,2
;;,Punctuation,5,5
;;,Punctuation,6,3
;;,Punctuation,7,6
;;,Punctuation,8,12
;;,Punctuation,9,18
;;,Punctuation,10,30
;;...,Punctuation,9,1
;;:;,Punctuation,10,1
;;;,Punctuation,1,1
;;;,Punctuation,3,1
;;;,Punctuation,5,4
;;;,Punctuation,6,4
;;;,Punctuation,7,4
;;;,Punctuation,8,4
;;;,Punctuation,9,4
;;;,Punctuation,10,12
;;;:,Punctuation,8,1
;;;;,Punctuation,1,1
;;;;,Punctuation,3,1
;;;;,Punctuation,6,2
;;;;,Punctuation,9,2
;;;;,Punctuation,10,2
;;;;;,Punctuation,2,1
;;;;;,Punctuation,10,1
;;;;;;,Punctuation,3,1
;;;;;;,Punctuation,5,2
;~),Punctuation,10,1
<,Punctuation,4,1
<,Punctuation,5,1
<,Punctuation,7,5
<,Punctuation,8,3
<,Punctuation,9,2
<,Punctuation,10,5
<<,Punctuation,9,1
=,Punctuation,2,1
=,Punctuation,5,2
=,Punctuation,10,4
=_=;,Punctuation,5,1
=_=;;;,Punctuation,5,1
=_=;;;,Punctuation,7,1
>,Punctuation,4,1
>,Punctuation,5,2
>,Punctuation,6,3
>,Punctuation,7,3
>,Punctuation,8,9
>,Punctuation,9,9
>,Punctuation,10,8
>&...,Punctuation,8,1
>....,Punctuation,9,1
>.....,Punctuation,7,1
>.<!!!,Punctuation,8,1
><,Punctuation,9,1
><,Punctuation,10,1
>=,Punctuation,8,1
>>,Punctuation,8,1
>>>,Punctuation,10,1
>>>>>,Punctuation,8,1
>>>>>>>>>>>>>>>>,Punctuation,9,1
>>>>>>>>>>>>>>>>>>>>>,Punctuation,10,1
>_<,Punctuation,9,1
>_<,Punctuation,10,1
?,Punctuation,1,67
?,Punctuation,2,13
?,Punctuation,3,10
?,Punctuation,4,21
?,Punctuation,5,36
?,Punctuation,6,38
?,Punctuation,7,74
?,Punctuation,8,110
?,Punctuation,9,122
?,Punctuation,10,227
?!,Punctuation,2,1
?!,Punctuation,3,1
?!,Punctuation,5,2
?!,Punctuation,6,2
?!,Punctuation,8,2
?!,Punctuation,9,2
?!,Punctuation,10,2
?!!,Punctuation,6,1
?!!!,Punctuation,10,1
?!?!!!,Punctuation,7,1
"?""",Punctuation,6,1
"?""",Punctuation,7,1
"?""",Punctuation,9,1
?',Punctuation,5,1
